index,title,artist,release_date,genre,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,emotion,features
841,Kids,MGMT,2007,alternative dance,0,78,0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,4,Neutral,6
842,Seven Seas,TNT,2003,glam metal,0,14,0.289,0.913,6,-4.816,0,0.156,0.00463,6.92E-05,0.143,0.562,178.465,4,Neutral,2
843,Waiting for a Star to Fall,Boy Meets Girl,1988,new wave pop,0,59,0.662,0.844,3,-6.034,1,0.027,0.145,0.00011,0.137,0.592,116.346,4,Neutral,5
844,Renegades Of Funk,Rage Against The Machine,2000,alternative metal,0,66,0.651,0.908,2,-4.019,1,0.0577,0.00184,0.000579,0.384,0.769,123.851,4,Neutral,5
845,Band On The Run - Remastered 2010,Wings,1973,album rock,0,71,0.479,0.601,7,-8.806,1,0.0318,0.0832,0.00142,0.11,0.669,124.966,4,Neutral,6
846,Royals,Lorde,2013,art pop,0,77,0.674,0.428,7,-9.504,1,0.122,0.121,0,0.132,0.337,84.878,4,Neutral,6
847,Wake Me Up,Avicii,2013,dance pop,0,10,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,4,Neutral,1
848,Pretty in Pink,The Psychedelic Furs,1988,art rock,0,40,0.361,0.753,2,-12.425,1,0.0561,0.0564,0.052,0.295,0.608,134.841,4,Neutral,5
849,Walk Like an Egyptian,The Bangles,1986,album rock,0,55,0.711,0.833,11,-12.756,1,0.0851,0.0144,3.46E-06,0.303,0.756,103.153,4,Neutral,6
850,Things Can Only Get Better,Howard Jones,2019,mellow gold,0,43,0.74,0.77,7,-6.882,1,0.0346,0.272,0.00072,0.112,0.836,108.246,4,Neutral,6
851,Fight The Power,Public Enemy,1990,conscious hip hop,1,57,0.797,0.582,2,-12.97,1,0.255,0.00484,2.04E-06,0.517,0.415,105.974,4,Neutral,4
852,Pynk (feat. Grimes),Janelle Monáe,2018,afrofuturism,0,19,0.671,0.291,8,-7.916,1,0.0879,0.0351,5.70E-06,0.0905,0.364,100.983,4,Neutral,1
852,Pynk (feat. Grimes),Grimes,2018,afrofuturism,0,19,0.671,0.291,8,-7.916,1,0.0879,0.0351,5.70E-06,0.0905,0.364,100.983,4,Neutral,1
853,Rockstar,YONAKA,2019,brighton indie,1,48,0.482,0.881,9,-3.707,0,0.0627,0.0135,1.89E-06,0.122,0.296,128.133,4,Neutral,0
854,Go Flex,Post Malone,2016,dfw rap,0,42,0.664,0.488,5,-8.202,1,0.0853,0.226,0,0.0823,0.119,81.937,4,Neutral,3
855,Gooey,Glass Animals,2014,gauze pop,0,71,0.487,0.369,11,-13.424,0,0.0406,0.736,3.75E-05,0.0925,0.106,183.114,4,Neutral,2
856,Young Lust,Pink Floyd,1979,album rock,0,61,0.615,0.55,11,-13.858,0,0.0349,0.0546,0.19,0.747,0.549,95.488,4,Neutral,2
857,Good Times Bad Times - 1993 Remaster,Led Zeppelin,1969,album rock,0,67,0.476,0.717,9,-9.192,1,0.0949,0.0382,7.61E-05,0.0818,0.753,93.584,4,Neutral,6
858,Feel It Still,Portugal. The Man,2017,indie rock,0,77,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,4,Neutral,2
859,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5,2010,pop,0,69,0.722,0.758,11,-4.477,0,0.0471,0.0111,0,0.308,0.62,128.047,4,Neutral,2
859,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Christina Aguilera,2010,pop,0,69,0.722,0.758,11,-4.477,0,0.0471,0.0111,0,0.308,0.62,128.047,4,Neutral,2
860,Where Is My Mind?,Pixies,1988,alternative rock,0,3,0.518,0.436,4,-14.134,1,0.0349,0.0157,0.000621,0.079,0.27,80.88,4,Neutral,1
861,Jump (For My Love),The Pointer Sisters,1989,dance pop,0,51,0.86,0.705,10,-12.514,0,0.0894,0.107,8.87E-06,0.149,0.854,134.395,4,Neutral,2
862,Shimmer,Fuel,1997,alternative metal,0,63,0.48,0.795,4,-6.408,0,0.0421,0.00236,0,0.189,0.432,114.674,4,Neutral,2
863,It's Raining Men,The Weather Girls,2010,disco,0,62,0.705,0.898,5,-6.371,0,0.0702,0.207,0.00118,0.702,0.657,136.282,4,Neutral,2
864,Zero,Yeah Yeah Yeahs,2009,alternative dance,0,39,0.504,0.947,11,-4.11,1,0.106,0.00113,0.313,0.383,0.147,124.013,4,Neutral,6
865,Gold Lion,Yeah Yeah Yeahs,2006,alternative dance,0,52,0.521,0.848,9,-3.396,1,0.065,0.0204,1.21E-05,0.081,0.297,158.739,4,Neutral,6
866,No You Girls,Franz Ferdinand,2009,alternative rock,0,0,0.679,0.909,2,-4.129,0,0.0297,0.00915,3.27E-05,0.139,0.899,104.781,4,Neutral,2
867,Wake Up,Arcade Fire,2004,alternative dance,0,64,0.252,0.8,0,-4.845,1,0.0368,0.12,0.0538,0.118,0.29,139.361,4,Neutral,5
868,I Turn My Camera On,Spoon,2005,alternative dance,0,0,0.943,0.463,10,-6.422,1,0.0368,0.0275,1.31E-05,0.0909,0.784,100.172,4,Neutral,1
869,Must've Been (feat. DRAM),Chromeo,2018,alternative dance,0,44,0.8,0.774,11,-3.379,0,0.0695,0.315,0,0.064,0.932,125.977,4,Neutral,2
869,Must've Been (feat. DRAM),Shelley FKA DRAM,2018,alternative dance,0,44,0.8,0.774,11,-3.379,0,0.0695,0.315,0,0.064,0.932,125.977,4,Neutral,2
870,Finally,CeCe Peniston,1992,diva house,0,64,0.791,0.658,7,-11.128,1,0.0445,0.00653,0,0.0472,0.842,120.066,4,Neutral,6
871,Unwritten,Natasha Bedingfield,2004,dance pop,0,6,0.706,0.8,5,-6.333,1,0.0399,0.00584,0,0.0822,0.629,100.011,4,Neutral,1
872,Rusty Hammer,Xavier Rudd,2015,australian indie folk,0,26,0.811,0.786,0,-5.682,1,0.108,0.247,1.02E-06,0.156,0.898,102.008,4,Neutral,5
872,Rusty Hammer,The United Nations,2015,australian indie folk,0,26,0.811,0.786,0,-5.682,1,0.108,0.247,1.02E-06,0.156,0.898,102.008,4,Neutral,5
873,PAID MY DUES,NF,2019,hip hop,0,61,0.812,0.784,2,-4.208,1,0.248,0.136,0,0.109,0.38,145.995,4,Neutral,5
874,Good Nights (feat. Mascolo),Whethan,2018,edm,0,65,0.849,0.483,6,-7.114,0,0.291,0.443,0.000141,0.0786,0.282,101.015,4,Neutral,2
874,Good Nights (feat. Mascolo),Mascolo,2018,edm,0,65,0.849,0.483,6,-7.114,0,0.291,0.443,0.000141,0.0786,0.282,101.015,4,Neutral,2
875,Maneater,Daryl Hall & John Oates,1982,album rock,0,75,0.724,0.498,11,-13.083,0,0.0423,0.0405,8.56E-05,0.0761,0.823,88.825,4,Neutral,2
876,I Can't Go for That (No Can Do),Daryl Hall & John Oates,1981,album rock,0,65,0.889,0.441,0,-9.506,0,0.0379,0.0405,0.000788,0.038,0.963,110.565,4,Neutral,2
877,Kiss on My List,Daryl Hall & John Oates,1980,album rock,0,63,0.815,0.741,0,-9.478,1,0.031,0.434,0.115,0.0689,0.965,121.221,4,Neutral,5
878,Stuck With You,Huey Lewis & The News,1986,album rock,0,65,0.704,0.544,4,-11.402,0,0.026,0.0873,1.66E-05,0.041,0.628,120.717,4,Neutral,2
879,Any Major Dude Will Tell You,Steely Dan,1974,album rock,0,55,0.684,0.416,2,-15.367,1,0.0447,0.647,0,0.0822,0.549,80.204,4,Neutral,3
880,Night By Night,Steely Dan,1974,album rock,0,46,0.588,0.478,0,-13.26,1,0.0379,0.227,0.0035,0.286,0.968,156.411,4,Neutral,5
881,R.O.C.K. In The U.S.A. (A Salute To 60's Rock),John Mellencamp,1985,album rock,0,61,0.432,0.958,9,-4.009,1,0.0819,0.00943,2.79E-06,0.227,0.874,164.018,4,Neutral,6
882,Out of Touch,Daryl Hall & John Oates,2001,album rock,0,62,0.806,0.649,9,-9.004,0,0.0347,0.0391,5.55E-05,0.0557,0.897,114.834,4,Neutral,2
883,My Life,Billy Joel,1978,classic rock,0,70,0.741,0.647,2,-12.878,1,0.0427,0.108,0.00139,0.0555,0.804,131.097,4,Neutral,5
884,Big Shot,Billy Joel,1978,classic rock,0,57,0.52,0.737,0,-11.715,1,0.0972,0.156,7.55E-06,0.0866,0.728,149.861,4,Neutral,5
885,Authority Song,John Mellencamp,1983,album rock,0,58,0.495,0.969,2,-4.994,1,0.0427,0.00399,2.55E-05,0.404,0.966,156.135,4,Neutral,5
886,The Heart Of Rock And Roll,Huey Lewis & The News,2013,album rock,0,55,0.594,0.756,10,-8.82,1,0.0379,0.0316,0.000102,0.222,0.956,143.301,4,Neutral,6
887,We Didn't Start the Fire,Billy Joel,1989,classic rock,0,75,0.712,0.967,7,-5.206,1,0.047,0.0771,0,0.356,0.895,145.024,4,Neutral,6
888,Talking In Your Sleep,The Romantics,1983,album rock,0,63,0.72,0.967,9,-4.434,0,0.0343,0.0289,0.000345,0.142,0.977,129.766,4,Neutral,2
889,My Best Friend's Girl,The Cars,1978,album rock,0,65,0.799,0.608,5,-8.193,1,0.0411,0.0811,0.0137,0.102,0.963,121.915,4,Neutral,6
890,Good Times Roll,The Cars,1978,album rock,0,61,0.607,0.662,4,-9.456,1,0.0278,0.0951,8.27E-05,0.125,0.629,107.643,4,Neutral,5
891,Uptown Girl,Billy Joel,1983,classic rock,0,77,0.701,0.944,4,-2.986,1,0.0455,0.0755,0,0.601,0.792,128.993,4,Neutral,5
892,Private Eyes,Daryl Hall & John Oates,1981,album rock,0,64,0.85,0.938,9,-6.889,0,0.0415,0.409,0.000346,0.0582,0.84,120.826,4,Neutral,2
893,You Make My Dreams (Come True),Daryl Hall & John Oates,2001,album rock,0,61,0.749,0.484,5,-9.944,1,0.0484,0.13,0.137,0.0486,0.939,167.084,4,Neutral,6
894,Still the One,Orleans,1976,album rock,0,65,0.565,0.615,4,-10.793,1,0.0384,0.0487,1.93E-06,0.16,0.591,143.928,4,Neutral,5
895,Do You Believe In Love,Huey Lewis & The News,1982,album rock,0,60,0.547,0.636,11,-10.948,1,0.0314,0.0582,0,0.249,0.816,114.061,4,Neutral,6
896,Mr. Roboto,Styx,1983,album rock,0,60,0.663,0.482,1,-12.093,1,0.0479,0.186,0,0.0521,0.314,144.13,4,Neutral,5
897,Shakin',Eddie Money,1983,album rock,0,57,0.614,0.789,9,-10.241,1,0.0342,0.0342,0.00132,0.114,0.899,113.701,4,Neutral,6
898,Lonely Is The Night - Remastered,Billy Squier,1981,album rock,0,66,0.347,0.803,9,-4.923,1,0.0416,0.209,4.36E-06,0.116,0.672,85.362,4,Neutral,6
899,The Rising Sun (Shinsuke Nakamura),WWE,2016,wrestling,0,47,0.365,0.888,2,-4.896,1,0.0497,0.000446,0.917,0.146,0.346,160.041,4,Neutral,5
899,The Rising Sun (Shinsuke Nakamura),CFO$,2016,wrestling,0,47,0.365,0.888,2,-4.896,1,0.0497,0.000446,0.917,0.146,0.346,160.041,4,Neutral,5
900,It's Still Rock and Roll to Me,Billy Joel,1980,classic rock,0,68,0.752,0.684,0,-7.599,1,0.15,0.0994,0,0.0897,0.539,141.075,4,Neutral,5
901,That's the Way It Is,Céline Dion,1999,canadian pop,0,65,0.634,0.886,9,-5.424,1,0.0434,0.154,0,0.118,0.577,93.04,4,Neutral,6
902,To Hell with the Devil,Stryper,1986,christian metal,0,43,0.533,0.809,1,-9.547,1,0.0385,2.07E-05,0.166,0.0806,0.734,120.345,4,Neutral,5
903,Runaway,Bon Jovi,1984,glam metal,0,70,0.475,0.899,9,-4.321,0,0.0637,0.00375,1.91E-05,0.14,0.603,152.445,4,Neutral,2
904,Time on My Hands - 2007 Remaster,UFO,1974,album rock,0,32,0.471,0.609,4,-8.425,0,0.0262,0.0557,0,0.278,0.277,90.131,4,Neutral,2
905,Back on the Road Again,REO Speedwagon,1979,album rock,0,35,0.49,0.695,0,-12.161,1,0.0356,1.61E-05,0.000229,0.146,0.574,122.653,4,Neutral,5
906,I Hate Myself for Loving You,Joan Jett & The Blackhearts,1988,glam punk,0,69,0.611,0.883,9,-11.225,1,0.0539,0.0846,1.20E-06,0.192,0.604,117.928,4,Neutral,6
907,Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,1979,europop,0,1,0.747,0.492,10,-9.616,1,0.04,0.0163,0.00897,0.224,0.533,119.531,4,Neutral,1
908,The Winner Takes It All,ABBA,1980,europop,0,0,0.457,0.785,6,-6.783,1,0.0383,0.548,0.000781,0.082,0.522,126.947,4,Neutral,1
909,Shattered Dreams,Johnny Hates Jazz,1993,mellow gold,0,47,0.649,0.712,3,-9.878,1,0.0342,0.0313,1.18E-05,0.291,0.779,121.041,4,Neutral,5
910,I Don't Want To Be A Hero,Johnny Hates Jazz,1993,mellow gold,0,34,0.689,0.83,0,-10.074,0,0.035,0.246,1.19E-06,0.189,0.917,112.368,4,Neutral,2
911,Beginning Of The End - Wyld Stallyns Edit,Weezer,2020,alternative rock,0,14,0.499,0.817,3,-4.838,1,0.0531,0.000308,0.000354,0.116,0.391,137.88,4,Neutral,1
912,Lost In Time,Big Black Delta,2020,shimmer pop,0,7,0.632,0.948,5,-6.02,1,0.0612,0.00317,0.523,0.111,0.384,110.003,4,Neutral,1
913,Story Of Our Lives,Cold War Kids,2020,alternative rock,0,12,0.372,0.906,0,-4.248,1,0.057,2.63E-05,0.285,0.0751,0.777,83.991,4,Neutral,1
914,Darkest Night,POORSTACY,2020,emo rap,0,15,0.373,0.93,8,-3.992,0,0.0934,0.00238,0,0.576,0.647,160.118,4,Neutral,2
915,Road to Ruin,LP,2017,la pop,0,31,0.572,0.875,11,-3.964,1,0.0278,0.102,0,0.0998,0.382,93.013,4,Neutral,6
916,One Last Mistake,LP,2017,la pop,0,36,0.71,0.795,8,-4.432,1,0.0291,0.114,1.81E-06,0.111,0.599,133.052,4,Neutral,6
917,Love Is Like Oxygen - Alternate Version,Sweet,2012,album rock,0,41,0.482,0.628,9,-8.358,0,0.069,0.372,0.000249,0.307,0.313,126.53,4,Neutral,2
918,Judas,Fozzy,2017,alternative metal,0,63,0.418,0.907,0,-3.675,1,0.0584,0.000101,0.000433,0.346,0.473,99.17,4,Neutral,5
919,Enemy,Fozzy,2011,alternative metal,1,0,0.485,0.968,2,-4.226,0,0.173,0.000106,4.14E-05,0.44,0.581,103.021,4,Neutral,0
920,Ain't Nobody,Rufus,1983,classic soul,0,63,0.825,0.811,10,-9.226,0,0.0524,0.258,0.000276,0.132,0.789,104.28,4,Neutral,2
920,Ain't Nobody,Chaka Khan,1983,classic soul,0,63,0.825,0.811,10,-9.226,0,0.0524,0.258,0.000276,0.132,0.789,104.28,4,Neutral,2
921,I Cry,Flo Rida,2012,dance pop,0,64,0.693,0.822,4,-5.441,0,0.0439,0.00616,1.79E-06,0.315,0.763,126.035,4,Neutral,2
922,Good Feeling,Flo Rida,2012,dance pop,0,76,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,4,Neutral,2
923,Wild Ones (feat. Sia),Flo Rida,2012,dance pop,0,77,0.608,0.86,5,-5.324,0,0.0554,0.0991,0,0.262,0.437,127.075,4,Neutral,2
923,Wild Ones (feat. Sia),Sia,2012,dance pop,0,77,0.608,0.86,5,-5.324,0,0.0554,0.0991,0,0.262,0.437,127.075,4,Neutral,2
924,Walk The Line,Iggy Azalea,2014,australian hip hop,0,27,0.621,0.899,7,-6.139,1,0.22,0.266,0,0.279,0.742,149.855,4,Neutral,1
925,Don't Need Y'all,Iggy Azalea,2014,australian hip hop,0,26,0.811,0.677,11,-5.33,0,0.223,0.559,9.69E-06,0.147,0.429,114.016,4,Neutral,2
926,Impossible Is Nothing,Iggy Azalea,2014,australian hip hop,0,24,0.413,0.603,9,-6.601,1,0.126,0.154,0,0.116,0.398,77.463,4,Neutral,6
927,Can't Feel My Face,The Weeknd,2015,canadian contemporary r&b,0,80,0.705,0.769,9,-5.526,0,0.0425,0.113,0,0.105,0.583,107.949,4,Neutral,2
928,Blinding Lights,The Weeknd,2020,canadian contemporary r&b,0,92,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,4,Neutral,5
929,crushcrushcrush,Paramore,2007,candy pop,0,65,0.631,0.793,1,-4.086,0,0.0468,0.000218,5.65E-05,0.0976,0.648,136.96,4,Neutral,2
930,24K Magic,Bruno Mars,2016,dance pop,0,78,0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,4,Neutral,5
931,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,2016,dance pop,0,73,0.669,0.832,0,-5.721,1,0.0682,0.0106,0,0.0968,0.7,113.035,4,Neutral,5
932,Play Destroy,Poppy,2018,alt z,0,54,0.531,0.936,2,-3.975,0,0.0786,0.00284,0.000173,0.665,0.556,120.057,4,Neutral,2
932,Play Destroy,Grimes,2018,alt z,0,54,0.531,0.936,2,-3.975,0,0.0786,0.00284,0.000173,0.665,0.556,120.057,4,Neutral,2
933,Day 'N' Nite (nightmare),Kid Cudi,2009,hip hop,0,69,0.881,0.441,11,-6.278,0,0.0646,0.48,9.08E-06,0.119,0.804,138.014,4,Neutral,2
934,Me Against the World,Lizzy Borden,1987,glam metal,0,36,0.545,0.82,0,-9.631,1,0.0394,0.00364,0.000163,0.239,0.62,135.091,4,Neutral,5
935,Going To The Ceremony,Kid Cudi,2014,hip hop,0,41,0.656,0.799,11,-5.757,1,0.0324,0.0197,0.295,0.428,0.317,127.003,4,Neutral,6
936,The Commander,Kid Cudi,2016,hip hop,0,45,0.557,0.797,0,-6.171,1,0.0347,0.0112,0.00136,0.158,0.26,155.983,3,Neutral,5
937,Red Eye,Kid Cudi,2013,hip hop,1,48,0.655,0.913,11,-5.877,1,0.0854,0.408,5.58E-06,0.69,0.64,96.134,4,Neutral,4
937,Red Eye,HAIM,2013,hip hop,1,48,0.655,0.913,11,-5.877,1,0.0854,0.408,5.58E-06,0.69,0.64,96.134,4,Neutral,4
938,Dirty Weapons,Killer Dwarfs,1990,canadian metal,0,37,0.397,0.917,4,-6.41,1,0.0444,5.43E-05,0.106,0.0523,0.657,140.171,4,Neutral,5
939,C'mon Let's Go,Girlschool,1981,hard rock,0,33,0.294,0.997,4,-5.91,1,0.135,7.37E-05,0.432,0.161,0.0385,117.083,4,Neutral,5
940,Witchy Woman - 2013 Remaster,Eagles,2003,album rock,0,55,0.555,0.568,2,-12.205,0,0.0341,0.364,0.00167,0.116,0.583,98.507,4,Neutral,2
941,The Way You Move (feat. Sleepy Brown) - Radio Mix,Outkast,2003,atl hip hop,0,0,0.869,0.608,5,-4.866,0,0.0474,0.137,8.71E-05,0.0624,0.627,125.992,4,Neutral,2
941,The Way You Move (feat. Sleepy Brown) - Radio Mix,Sleepy Brown,2003,atl hip hop,0,0,0.869,0.608,5,-4.866,0,0.0474,0.137,8.71E-05,0.0624,0.627,125.992,4,Neutral,2
942,Back That Thang Up,JUVENILE,2006,bounce,0,0,0.681,0.749,7,-4.867,1,0.287,0.0919,0,0.152,0.499,191.63,4,Neutral,1
942,Back That Thang Up,Mannie Fresh,2006,bounce,0,0,0.681,0.749,7,-4.867,1,0.287,0.0919,0,0.152,0.499,191.63,4,Neutral,1
942,Back That Thang Up,Lil Wayne,2006,bounce,0,0,0.681,0.749,7,-4.867,1,0.287,0.0919,0,0.152,0.499,191.63,4,Neutral,1
943,Doo Wop (That Thing),Ms. Lauryn Hill,1998,conscious hip hop,0,73,0.535,0.505,2,-8.926,0,0.245,0.0393,0,0.0923,0.495,99.935,4,Neutral,2
944,Bouncin' Back (Bumpin' Me Against the Wall) (feat. Pharrell Williams) - Extended Version,Mystikal,2001,crunk,0,45,0.883,0.896,0,-3.695,1,0.208,0.268,1.04E-06,0.0564,0.748,93.928,4,Neutral,5
944,Bouncin' Back (Bumpin' Me Against the Wall) (feat. Pharrell Williams) - Extended Version,Pharrell Williams,2001,crunk,0,45,0.883,0.896,0,-3.695,1,0.208,0.268,1.04E-06,0.0564,0.748,93.928,4,Neutral,5
945,Tipsy - Radio Mix,J-Kwon,2004,dirty south rap,0,58,0.925,0.748,11,-5.572,0,0.278,0.0484,0,0.101,0.615,92.978,4,Neutral,2
946,Where the Party At (feat. Nelly),Jagged Edge,2001,atl hip hop,0,68,0.596,0.661,5,-6.239,0,0.226,0.31,0,0.0847,0.86,129.491,5,Neutral,2
946,Where the Party At (feat. Nelly),Nelly,2001,atl hip hop,0,68,0.596,0.661,5,-6.239,0,0.226,0.31,0,0.0847,0.86,129.491,5,Neutral,2
947,Hey Ma,Cam’ron,2002,battle rap,0,61,0.791,0.666,8,-5.484,1,0.341,0.0256,6.33E-06,0.0796,0.938,90.345,4,Neutral,6
947,Hey Ma,Juelz Santana,2002,battle rap,0,61,0.791,0.666,8,-5.484,1,0.341,0.0256,6.33E-06,0.0796,0.938,90.345,4,Neutral,6
947,Hey Ma,Freekey Zeekey,2002,battle rap,0,61,0.791,0.666,8,-5.484,1,0.341,0.0256,6.33E-06,0.0796,0.938,90.345,4,Neutral,6
947,Hey Ma,Toya,2002,battle rap,0,61,0.791,0.666,8,-5.484,1,0.341,0.0256,6.33E-06,0.0796,0.938,90.345,4,Neutral,6
948,"Kick, Push",Lupe Fiasco,2006,chicago rap,0,62,0.652,0.809,5,-5.276,1,0.17,0.164,0,0.175,0.512,94.786,4,Neutral,6
949,Danger (Been So Long) featuring Nivea,Mystikal,2000,crunk,0,57,0.92,0.861,7,-5.435,1,0.218,0.211,2.59E-05,0.0288,0.718,97.969,4,Neutral,6
950,Low (feat. T-Pain),Flo Rida,2008,dance pop,0,82,0.918,0.609,10,-5.64,0,0.0791,0.0928,0,0.139,0.304,128.008,4,Neutral,2
950,Low (feat. T-Pain),T-Pain,2008,dance pop,0,82,0.918,0.609,10,-5.64,0,0.0791,0.0928,0,0.139,0.304,128.008,4,Neutral,2
951,Stay,Rihanna,2012,barbadian pop,0,77,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12E-05,0.117,0.125,111.893,4,Sad,3
951,Stay,Mikky Ekko,2012,barbadian pop,0,77,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12E-05,0.117,0.125,111.893,4,Sad,3
952,Before You Go,Lewis Capaldi,2019,pop,0,78,0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,4,Sad,3
953,Photograph,Ed Sheeran,2014,pop,0,84,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,4,Sad,3
954,Someone You Loved,Lewis Capaldi,2018,pop,0,76,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,4,Sad,3
955,Dancing With A Stranger (With Normani) - Acoustic,Sam Smith,2019,dance pop,0,60,0.623,0.276,5,-8.893,0,0.0287,0.89,0,0.146,0.308,99.623,4,Sad,3
955,Dancing With A Stranger (With Normani) - Acoustic,Normani,2019,dance pop,0,60,0.623,0.276,5,-8.893,0,0.0287,0.89,0,0.146,0.308,99.623,4,Sad,3
956,Supermarket Flowers,Ed Sheeran,2017,pop,0,77,0.589,0.242,6,-10.517,1,0.0442,0.914,0,0.0887,0.257,89.749,4,Sad,3
957,Bleeding Love,Leona Lewis,2007,british soul,0,77,0.638,0.656,5,-5.886,1,0.0357,0.188,0,0.146,0.225,104.036,4,Sad,6
958,Unfaithful,Rihanna,2006,barbadian pop,0,71,0.588,0.391,0,-8.607,0,0.0334,0.839,0,0.227,0.349,144.069,4,Sad,2
959,You Are The Reason - Duet Version,Calum Scott,2018,neo mellow,0,70,0.403,0.356,10,-7.547,1,0.0298,0.382,0,0.148,0.151,171.454,3,Sad,3
959,You Are The Reason - Duet Version,Leona Lewis,2018,neo mellow,0,70,0.403,0.356,10,-7.547,1,0.0298,0.382,0,0.148,0.151,171.454,3,Sad,3
960,Secret Love Song (feat. Jason Derulo),Little Mix,2015,dance pop,0,2,0.539,0.643,9,-3.982,1,0.0479,0.256,0,0.29,0.136,92.962,4,Sad,1
960,Secret Love Song (feat. Jason Derulo),Jason Derulo,2015,dance pop,0,2,0.539,0.643,9,-3.982,1,0.0479,0.256,0,0.29,0.136,92.962,4,Sad,1
961,Umbrella,Rihanna,2007,barbadian pop,0,64,0.581,0.827,1,-4.566,1,0.141,0.0101,0,0.0522,0.549,174.013,4,Sad,5
961,Umbrella,JAY-Z,2007,barbadian pop,0,64,0.581,0.827,1,-4.566,1,0.141,0.0101,0,0.0522,0.549,174.013,4,Sad,5
962,FourFiveSeconds,Rihanna,2015,barbadian pop,0,78,0.582,0.272,2,-5.662,1,0.0501,0.875,0,0.13,0.354,205.846,4,Sad,3
962,FourFiveSeconds,Kanye West,2015,barbadian pop,0,78,0.582,0.272,2,-5.662,1,0.0501,0.875,0,0.13,0.354,205.846,4,Sad,3
962,FourFiveSeconds,Paul McCartney,2015,barbadian pop,0,78,0.582,0.272,2,-5.662,1,0.0501,0.875,0,0.13,0.354,205.846,4,Sad,3
963,Better in Time,Leona Lewis,2007,british soul,0,69,0.584,0.7,6,-4.251,1,0.0506,0.512,2.43E-05,0.13,0.549,163.953,4,Sad,6
964,Play That Song,Train,2017,dance pop,0,67,0.392,0.825,0,-2.068,0,0.0535,0.0231,2.25E-06,0.0972,0.482,98.959,4,Sad,2
965,"Hey, Soul Sister",Train,2010,dance pop,0,83,0.673,0.886,1,-4.44,0,0.0431,0.185,0,0.0826,0.795,97.012,4,Sad,2
966,Drops of Jupiter (Tell Me),Train,2001,dance pop,0,78,0.481,0.638,0,-5.862,1,0.0276,0.153,0,0.154,0.497,79.064,4,Sad,5
967,Drive By,Train,2012,dance pop,0,77,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06E-05,0.0801,0.721,122.028,4,Sad,2
968,I'm Yours,Jason Mraz,2008,acoustic pop,0,73,0.686,0.457,11,-8.322,1,0.0468,0.595,0,0.105,0.718,150.953,4,Sad,6
969,I Won't Give Up,Jason Mraz,2012,acoustic pop,0,72,0.585,0.303,4,-10.058,1,0.0398,0.694,0,0.115,0.142,136.703,3,Sad,3
970,It Girl,Jason Derulo,2011,dance pop,0,29,0.668,0.718,1,-4.736,0,0.0605,0.0165,0,0.104,0.345,91.993,4,Sad,2
971,Start Of Something New,Troy,2006,hollywood,0,0,0.665,0.746,7,-6.379,1,0.0296,0.305,0,0.116,0.233,103.966,4,Sad,1
971,Start Of Something New,Gabriella Montez,2006,hollywood,0,0,0.665,0.746,7,-6.379,1,0.0296,0.305,0,0.116,0.233,103.966,4,Sad,1
972,"Breaking Free - From ""High School Musical"" / Soundtrack Version",Troy,2006,hollywood,0,0,0.58,0.589,0,-6.406,0,0.0355,0.0426,0,0.164,0.377,107.879,4,Sad,2
972,"Breaking Free - From ""High School Musical"" / Soundtrack Version",Gabriella Montez,2006,hollywood,0,0,0.58,0.589,0,-6.406,0,0.0355,0.0426,0,0.164,0.377,107.879,4,Sad,2
973,"You Are The Music In Me - From ""High School Musical 2""/Soundtrack Version",Troy,2007,hollywood,0,0,0.38,0.766,5,-4.518,1,0.065,0.441,0,0.0991,0.477,101.978,4,Sad,1
973,"You Are The Music In Me - From ""High School Musical 2""/Soundtrack Version",Gabriella Montez,2007,hollywood,0,0,0.38,0.766,5,-4.518,1,0.065,0.441,0,0.0991,0.477,101.978,4,Sad,1
974,"Gotta Go My Own Way - From ""High School Musical 2""",Troy,2007,hollywood,0,0,0.555,0.692,9,-4.767,1,0.0277,0.0864,3.25E-05,0.232,0.313,88.995,4,Sad,1
