title,all_artists,release_date,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,emotion 
Cruel Summer,['Bananarama'],1984,False,66,0.666,0.871,1,-6.017,0,0.0272,0.27,0.0208,0.263,0.936,108.501,4,Neutral
Undone - The Sweater Song,['Weezer'],1994,False,0,0.45,0.652,6,-5.541,1,0.0276,0.00556,0.000786,0.0933,0.514,80.128,4,Neutral
Light up for You,['LOYAL'],2017,False,40,0.738,0.632,7,-8.107,0,0.0862,0.242,0,0.072,0.697,118.003,4,Neutral
Froot,['MARINA'],2015,False,49,0.614,0.812,7,-5.849,0,0.0416,0.263,1.14e-05,0.102,0.726,120.019,4,Neutral
Electric Love,['BØRNS'],2014,False,38,0.621,0.853,1,-6.537,0,0.0615,0.00448,0.0012,0.236,0.65,120.017,4,Neutral
Where Is The Love?,['Black Eyed Peas'],2003,False,70,0.834,0.696,5,-3.224,1,0.197,0.11,0,0.13,0.804,94.09,4,Neutral
I Gotta Feeling,['Black Eyed Peas'],2009,False,72,0.743,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.96,4,Neutral
No New Friends,"['Sia', 'Diplo', 'Labrinth', 'LSD']",2019,False,0,0.724,0.702,7,-4.622,1,0.0429,0.0648,0.000256,0.121,0.688,106.044,4,Neutral
I Know I Know I Know,['Tegan and Sara'],2004,False,41,0.716,0.656,8,-6.075,1,0.0297,0.163,4.1e-06,0.328,0.851,117.008,4,Neutral
Electric Feel,['MGMT'],2007,False,77,0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,3,Neutral
Kids,['MGMT'],2007,False,78,0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,4,Neutral
Seven Seas,['TNT'],2003,False,14,0.289,0.913,6,-4.816,0,0.156,0.00463,6.92e-05,0.143,0.562,178.465,4,Neutral
Waiting for a Star to Fall,['Boy Meets Girl'],1988,False,59,0.662,0.844,3,-6.034,1,0.027,0.145,0.00011,0.137,0.592,116.346,4,Neutral
Renegades Of Funk,['Rage Against The Machine'],2000,False,66,0.651,0.908,2,-4.019,1,0.0577,0.00184,0.000579,0.384,0.769,123.851,4,Neutral
Band On The Run - Remastered 2010,['Wings'],1973,False,71,0.479,0.601,7,-8.806,1,0.0318,0.0832,0.00142,0.11,0.669,124.966,4,Neutral
Royals,['Lorde'],2013,False,77,0.674,0.428,7,-9.504,1,0.122,0.121,0,0.132,0.337,84.878,4,Neutral
Wake Me Up,['Avicii'],2013,False,10,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,4,Neutral
Pretty in Pink,['The Psychedelic Furs'],1988,False,40,0.361,0.753,2,-12.425,1,0.0561,0.0564,0.052,0.295,0.608,134.841,4,Neutral
Walk Like an Egyptian,['The Bangles'],1986,False,55,0.711,0.833,11,-12.756,1,0.0851,0.0144,3.46e-06,0.303,0.756,103.153,4,Neutral
Things Can Only Get Better,['Howard Jones'],2019,False,43,0.74,0.77,7,-6.882,1,0.0346,0.272,0.00072,0.112,0.836,108.246,4,Neutral
Fight The Power,['Public Enemy'],1990,True,57,0.797,0.582,2,-12.97,1,0.255,0.00484,2.04e-06,0.517,0.415,105.974,4,Neutral
Pynk (feat. Grimes),"['Janelle Monáe', 'Grimes']",2018,False,19,0.671,0.291,8,-7.916,1,0.0879,0.0351,5.7e-06,0.0905,0.364,100.983,4,Neutral
Rockstar,['YONAKA'],2019,True,48,0.482,0.881,9,-3.707,0,0.0627,0.0135,1.89e-06,0.122,0.296,128.133,4,Neutral
Go Flex,['Post Malone'],2016,False,42,0.664,0.488,5,-8.202,1,0.0853,0.226,0,0.0823,0.119,81.937,4,Neutral
Gooey,['Glass Animals'],2014,False,71,0.487,0.369,11,-13.424,0,0.0406,0.736,3.75e-05,0.0925,0.106,183.114,4,Neutral
Young Lust,['Pink Floyd'],1979,False,61,0.615,0.55,11,-13.858,0,0.0349,0.0546,0.19,0.747,0.549,95.488,4,Neutral
Good Times Bad Times - 1993 Remaster,['Led Zeppelin'],1969,False,67,0.476,0.717,9,-9.192,1,0.0949,0.0382,7.61e-05,0.0818,0.753,93.584,4,Neutral
Feel It Still,['Portugal. The Man'],2017,False,77,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,4,Neutral
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","['Maroon 5', 'Christina Aguilera']",2010,False,69,0.722,0.758,11,-4.477,0,0.0471,0.0111,0,0.308,0.62,128.047,4,Neutral
Where Is My Mind?,['Pixies'],1988,False,3,0.518,0.436,4,-14.134,1,0.0349,0.0157,0.000621,0.079,0.27,80.88,4,Neutral
Jump (For My Love),['The Pointer Sisters'],1989,False,51,0.86,0.705,10,-12.514,0,0.0894,0.107,8.87e-06,0.149,0.854,134.395,4,Neutral
Shimmer,['Fuel'],1997,False,63,0.48,0.795,4,-6.408,0,0.0421,0.00236,0,0.189,0.432,114.674,4,Neutral
It's Raining Men,['The Weather Girls'],2010,False,62,0.705,0.898,5,-6.371,0,0.0702,0.207,0.00118,0.702,0.657,136.282,4,Neutral
Zero,['Yeah Yeah Yeahs'],2009,False,39,0.504,0.947,11,-4.11,1,0.106,0.00113,0.313,0.383,0.147,124.013,4,Neutral
Gold Lion,['Yeah Yeah Yeahs'],2006,False,52,0.521,0.848,9,-3.396,1,0.065,0.0204,1.21e-05,0.081,0.297,158.739,4,Neutral
No You Girls,['Franz Ferdinand'],2009,False,0,0.679,0.909,2,-4.129,0,0.0297,0.00915,3.27e-05,0.139,0.899,104.781,4,Neutral
Wake Up,['Arcade Fire'],2004,False,64,0.252,0.8,0,-4.845,1,0.0368,0.12,0.0538,0.118,0.29,139.361,4,Neutral
I Turn My Camera On,['Spoon'],2005,False,0,0.943,0.463,10,-6.422,1,0.0368,0.0275,1.31e-05,0.0909,0.784,100.172,4,Neutral
Must've Been (feat. DRAM),"['Chromeo', 'Shelley FKA DRAM']",2018,False,44,0.8,0.774,11,-3.379,0,0.0695,0.315,0,0.064,0.932,125.977,4,Neutral
Finally,['CeCe Peniston'],1992,False,64,0.791,0.658,7,-11.128,1,0.0445,0.00653,0,0.0472,0.842,120.066,4,Neutral
Unwritten,['Natasha Bedingfield'],2004,False,6,0.706,0.8,5,-6.333,1,0.0399,0.00584,0,0.0822,0.629,100.011,4,Neutral
Rusty Hammer,"['Xavier Rudd', 'The United Nations']",2015,False,26,0.811,0.786,0,-5.682,1,0.108,0.247,1.02e-06,0.156,0.898,102.008,4,Neutral
PAID MY DUES,['NF'],2019,False,61,0.812,0.784,2,-4.208,1,0.248,0.136,0,0.109,0.38,145.995,4,Neutral
Good Nights (feat. Mascolo),"['Whethan', 'Mascolo']",2018,False,65,0.849,0.483,6,-7.114,0,0.291,0.443,0.000141,0.0786,0.282,101.015,4,Neutral
Maneater,['Daryl Hall & John Oates'],1982,False,75,0.724,0.498,11,-13.083,0,0.0423,0.0405,8.56e-05,0.0761,0.823,88.825,4,Neutral
I Can't Go for That (No Can Do),['Daryl Hall & John Oates'],1981,False,65,0.889,0.441,0,-9.506,0,0.0379,0.0405,0.000788,0.038,0.963,110.565,4,Neutral
Kiss on My List,['Daryl Hall & John Oates'],1980,False,63,0.815,0.741,0,-9.478,1,0.031,0.434,0.115,0.0689,0.965,121.221,4,Neutral
Stuck With You,['Huey Lewis & The News'],1986,False,65,0.704,0.544,4,-11.402,0,0.026,0.0873,1.66e-05,0.041,0.628,120.717,4,Neutral
Any Major Dude Will Tell You,['Steely Dan'],1974,False,55,0.684,0.416,2,-15.367,1,0.0447,0.647,0,0.0822,0.549,80.204,4,Neutral
Night By Night,['Steely Dan'],1974,False,46,0.588,0.478,0,-13.26,1,0.0379,0.227,0.0035,0.286,0.968,156.411,4,Neutral
R.O.C.K. In The U.S.A. (A Salute To 60's Rock),['John Mellencamp'],1985,False,61,0.432,0.958,9,-4.009,1,0.0819,0.00943,2.79e-06,0.227,0.874,164.018,4,Neutral
Out of Touch,['Daryl Hall & John Oates'],2001,False,62,0.806,0.649,9,-9.004,0,0.0347,0.0391,5.55e-05,0.0557,0.897,114.834,4,Neutral
My Life,['Billy Joel'],1978,False,70,0.741,0.647,2,-12.878,1,0.0427,0.108,0.00139,0.0555,0.804,131.097,4,Neutral
Big Shot,['Billy Joel'],1978,False,56,0.52,0.737,0,-11.715,1,0.0972,0.156,7.55e-06,0.0866,0.728,149.861,4,Neutral
Authority Song,['John Mellencamp'],1983,False,58,0.495,0.969,2,-4.994,1,0.0427,0.00399,2.55e-05,0.404,0.966,156.135,4,Neutral
The Heart Of Rock And Roll,['Huey Lewis & The News'],2013,False,55,0.594,0.756,10,-8.82,1,0.0379,0.0316,0.000102,0.222,0.956,143.301,4,Neutral
We Didn't Start the Fire,['Billy Joel'],1989,False,75,0.712,0.967,7,-5.206,1,0.047,0.0771,0,0.356,0.895,145.024,4,Neutral
Talking In Your Sleep,['The Romantics'],1983,False,63,0.72,0.967,9,-4.434,0,0.0343,0.0289,0.000345,0.142,0.977,129.766,4,Neutral
My Best Friend's Girl,['The Cars'],1978,False,65,0.799,0.608,5,-8.193,1,0.0411,0.0811,0.0137,0.102,0.963,121.915,4,Neutral
Good Times Roll,['The Cars'],1978,False,61,0.607,0.662,4,-9.456,1,0.0278,0.0951,8.27e-05,0.125,0.629,107.643,4,Neutral
Uptown Girl,['Billy Joel'],1983,False,77,0.701,0.944,4,-2.986,1,0.0455,0.0755,0,0.601,0.792,128.993,4,Neutral
Private Eyes,['Daryl Hall & John Oates'],1981,False,64,0.85,0.938,9,-6.889,0,0.0415,0.409,0.000346,0.0582,0.84,120.826,4,Neutral
You Make My Dreams (Come True),['Daryl Hall & John Oates'],2001,False,61,0.749,0.484,5,-9.944,1,0.0484,0.13,0.137,0.0486,0.939,167.084,4,Neutral
Still the One,['Orleans'],1976,False,65,0.565,0.615,4,-10.793,1,0.0384,0.0487,1.93e-06,0.16,0.591,143.928,4,Neutral
Do You Believe In Love,['Huey Lewis & The News'],1982,False,60,0.547,0.636,11,-10.948,1,0.0314,0.0582,0,0.249,0.816,114.061,4,Neutral
Mr. Roboto,['Styx'],1983,False,60,0.663,0.482,1,-12.093,1,0.0479,0.186,0,0.0521,0.314,144.13,4,Neutral
Shakin',['Eddie Money'],1983,False,57,0.614,0.789,9,-10.241,1,0.0342,0.0342,0.00132,0.114,0.899,113.701,4,Neutral
Lonely Is The Night - Remastered,['Billy Squier'],1981,False,66,0.347,0.803,9,-4.923,1,0.0416,0.209,4.36e-06,0.116,0.672,85.362,4,Neutral
The Rising Sun (Shinsuke Nakamura),"['WWE', 'CFO$']",2016,False,47,0.365,0.888,2,-4.896,1,0.0497,0.000446,0.917,0.146,0.346,160.041,4,Neutral
It's Still Rock and Roll to Me,['Billy Joel'],1980,False,68,0.752,0.684,0,-7.599,1,0.15,0.0994,0,0.0897,0.539,141.075,4,Neutral
That's the Way It Is,['Céline Dion'],1999,False,65,0.634,0.886,9,-5.424,1,0.0434,0.154,0,0.118,0.577,93.04,4,Neutral
To Hell with the Devil,['Stryper'],1986,False,43,0.533,0.809,1,-9.547,1,0.0385,2.07e-05,0.166,0.0806,0.734,120.345,4,Neutral
Runaway,['Bon Jovi'],1984,False,70,0.475,0.899,9,-4.321,0,0.0637,0.00375,1.91e-05,0.14,0.603,152.445,4,Neutral
Time on My Hands - 2007 Remaster,['UFO'],1974,False,32,0.471,0.609,4,-8.425,0,0.0262,0.0557,0,0.278,0.277,90.131,4,Neutral
Back on the Road Again,['REO Speedwagon'],1979,False,35,0.49,0.695,0,-12.161,1,0.0356,1.61e-05,0.000229,0.146,0.574,122.653,4,Neutral
I Hate Myself for Loving You,['Joan Jett & The Blackhearts'],1988,False,69,0.611,0.883,9,-11.225,1,0.0539,0.0846,1.2e-06,0.192,0.604,117.928,4,Neutral
Gimme! Gimme! Gimme! (A Man After Midnight),['ABBA'],1979,False,1,0.747,0.492,10,-9.616,1,0.04,0.0163,0.00897,0.224,0.533,119.531,4,Neutral
The Winner Takes It All,['ABBA'],1980,False,0,0.457,0.785,6,-6.783,1,0.0383,0.548,0.000781,0.082,0.522,126.947,4,Neutral
Perfect Strangers (Nothing's Gonna Stop Me Now),['Letters Home'],2019,False,12,0.553,0.493,0,-16.191,1,0.03,0.000306,6.98e-05,0.0924,0.624,141.943,4,Neutral
Shattered Dreams,['Johnny Hates Jazz'],1993,False,47,0.649,0.712,3,-9.878,1,0.0342,0.0313,1.18e-05,0.291,0.779,121.041,4,Neutral
I Don't Want To Be A Hero,['Johnny Hates Jazz'],1993,False,34,0.689,0.83,0,-10.074,0,0.035,0.246,1.19e-06,0.189,0.917,112.368,4,Neutral
Right Where You Belong,['Blame My Youth'],2020,False,19,0.36,0.866,0,-7.655,1,0.0681,0.136,0.000136,0.123,0.217,159.908,4,Neutral
Beginning Of The End - Wyld Stallyns Edit,['Weezer'],2020,False,14,0.499,0.817,3,-4.838,1,0.0531,0.000308,0.000354,0.116,0.391,137.88,4,Neutral
Face The Music,"['Wyld Stallyns', 'Animals As Leaders', 'Christian Scott aTunde Adjuah']",2020,False,19,0.419,0.827,0,-4.801,1,0.0524,0.000167,0.401,0.0766,0.305,112.734,4,Neutral
Lost In Time,['Big Black Delta'],2020,False,7,0.632,0.948,5,-6.02,1,0.0612,0.00317,0.523,0.111,0.384,110.003,4,Neutral
Big Red Balloon,['Alec Wigdahl'],2020,False,7,0.804,0.666,0,-5.024,1,0.0404,0.00181,0.0033,0.183,0.467,122.015,4,Neutral
Story Of Our Lives,['Cold War Kids'],2020,False,12,0.372,0.906,0,-4.248,1,0.057,2.63e-05,0.285,0.0751,0.777,83.991,4,Neutral
Darkest Night,['POORSTACY'],2020,False,15,0.373,0.93,8,-3.992,0,0.0934,0.00238,0,0.576,0.647,160.118,4,Neutral
Road to Ruin,['LP'],2017,False,31,0.572,0.875,11,-3.964,1,0.0278,0.102,0,0.0998,0.382,93.013,4,Neutral
One Last Mistake,['LP'],2017,False,36,0.71,0.795,8,-4.432,1,0.0291,0.114,1.81e-06,0.111,0.599,133.052,4,Neutral
Manic Panic,['Broken Baby'],2020,False,6,0.638,0.86,6,-5.427,1,0.0329,0.000701,2.5e-06,0.0772,0.894,124.989,4,Neutral
Love Is Like Oxygen - Alternate Version,['Sweet'],2012,False,41,0.482,0.628,9,-8.358,0,0.069,0.372,0.000249,0.307,0.313,126.53,4,Neutral
Ride Captain Ride,['Blues Image'],1970,False,55,0.547,0.655,2,-11.707,1,0.0414,0.136,0.00737,0.116,0.649,125.545,4,Neutral
Judas,['Fozzy'],2017,False,63,0.418,0.907,0,-3.675,1,0.0584,0.000101,0.000433,0.346,0.473,99.17,4,Neutral
Enemy,['Fozzy'],2011,True,0,0.485,0.968,2,-4.226,0,0.173,0.000106,4.14e-05,0.44,0.581,103.021,4,Neutral
Ain't Nobody,"['Rufus', 'Chaka Khan']",1983,False,63,0.825,0.811,10,-9.226,0,0.0524,0.258,0.000276,0.132,0.789,104.28,4,Neutral
I Cry,['Flo Rida'],2012,False,64,0.693,0.822,4,-5.441,0,0.0439,0.00616,1.79e-06,0.315,0.763,126.035,4,Neutral
Good Feeling,['Flo Rida'],2012,False,76,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,4,Neutral
Wild Ones (feat. Sia),"['Flo Rida', 'Sia']",2012,False,77,0.608,0.86,5,-5.324,0,0.0554,0.0991,0,0.262,0.437,127.075,4,Neutral
Walk The Line,['Iggy Azalea'],2014,False,27,0.621,0.899,7,-6.139,1,0.22,0.266,0,0.279,0.742,149.855,4,Neutral
Don't Need Y'all,['Iggy Azalea'],2014,False,26,0.811,0.677,11,-5.33,0,0.223,0.559,9.69e-06,0.147,0.429,114.016,4,Neutral
Impossible Is Nothing,['Iggy Azalea'],2014,False,24,0.413,0.603,9,-6.601,1,0.126,0.154,0,0.116,0.398,77.463,4,Neutral
Can't Feel My Face,['The Weeknd'],2015,False,80,0.705,0.769,9,-5.526,0,0.0425,0.113,0,0.105,0.583,107.949,4,Neutral
Blinding Lights,['The Weeknd'],2020,False,92,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,4,Neutral
crushcrushcrush,['Paramore'],2007,False,65,0.631,0.793,1,-4.086,0,0.0468,0.000218,5.65e-05,0.0976,0.648,136.96,4,Neutral
24K Magic,['Bruno Mars'],2016,False,78,0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,4,Neutral
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",['Justin Timberlake'],2016,False,73,0.669,0.832,0,-5.721,1,0.0682,0.0106,0,0.0968,0.7,113.035,4,Neutral
Play Destroy,"['Poppy', 'Grimes']",2018,False,53,0.531,0.936,2,-3.975,0,0.0786,0.00284,0.000173,0.665,0.556,120.057,4,Neutral
Day 'N' Nite (nightmare),['Kid Cudi'],2009,False,69,0.881,0.441,11,-6.278,0,0.0646,0.48,9.08e-06,0.119,0.804,138.014,4,Neutral
Me Against the World,['Lizzy Borden'],1987,False,36,0.545,0.82,0,-9.631,1,0.0394,0.00364,0.000163,0.239,0.62,135.091,4,Neutral
Going To The Ceremony,['Kid Cudi'],2014,False,41,0.656,0.799,11,-5.757,1,0.0324,0.0197,0.295,0.428,0.317,127.003,4,Neutral
The Commander,['Kid Cudi'],2016,False,45,0.557,0.797,0,-6.171,1,0.0347,0.0112,0.00136,0.158,0.26,155.983,3,Neutral
Red Eye,"['Kid Cudi', 'HAIM']",2013,True,48,0.655,0.913,11,-5.877,1,0.0854,0.408,5.58e-06,0.69,0.64,96.134,4,Neutral
Dirty Weapons,['Killer Dwarfs'],1990,False,37,0.397,0.917,4,-6.41,1,0.0444,5.43e-05,0.106,0.0523,0.657,140.171,4,Neutral
C'mon Let's Go,['Girlschool'],1981,False,33,0.294,0.997,4,-5.91,1,0.135,7.37e-05,0.432,0.161,0.0385,117.083,4,Neutral
Witchy Woman - 2013 Remaster,['Eagles'],2003,False,55,0.555,0.568,2,-12.205,0,0.0341,0.364,0.00167,0.116,0.583,98.507,4,Neutral
The Way You Move (feat. Sleepy Brown) - Radio Mix,"['Outkast', 'Sleepy Brown']",2003,False,0,0.869,0.608,5,-4.866,0,0.0474,0.137,8.71e-05,0.0624,0.627,125.992,4,Neutral
Back That Thang Up,"['JUVENILE', 'Mannie Fresh', 'Lil Wayne']",2006,False,0,0.681,0.749,7,-4.867,1,0.287,0.0919,0,0.152,0.499,191.63,4,Neutral
Doo Wop (That Thing),['Ms. Lauryn Hill'],1998,False,73,0.535,0.505,2,-8.926,0,0.245,0.0393,0,0.0923,0.495,99.935,4,Neutral
Bouncin' Back (Bumpin' Me Against the Wall) (feat. Pharrell Williams) - Extended Version,"['Mystikal', 'Pharrell Williams']",2001,False,45,0.883,0.896,0,-3.695,1,0.208,0.268,1.04e-06,0.0564,0.748,93.928,4,Neutral
Tipsy - Radio Mix,['J-Kwon'],2004,False,58,0.925,0.748,11,-5.572,0,0.278,0.0484,0,0.101,0.615,92.978,4,Neutral
Where the Party At (feat. Nelly),"['Jagged Edge', 'Nelly']",2001,False,68,0.596,0.661,5,-6.239,0,0.226,0.31,0,0.0847,0.86,129.491,5,Neutral
Hey Ma,"['Cam’ron', 'Juelz Santana', 'Freekey Zeekey', 'Toya']",2002,False,61,0.791,0.666,8,-5.484,1,0.341,0.0256,6.33e-06,0.0796,0.938,90.345,4,Neutral
"Kick, Push",['Lupe Fiasco'],2006,False,61,0.652,0.809,5,-5.276,1,0.17,0.164,0,0.175,0.512,94.786,4,Neutral
Danger (Been So Long) featuring Nivea,['Mystikal'],2000,False,57,0.92,0.861,7,-5.435,1,0.218,0.211,2.59e-05,0.0288,0.718,97.969,4,Neutral
Low (feat. T-Pain),"['Flo Rida', 'T-Pain']",2008,False,82,0.918,0.609,10,-5.64,0,0.0791,0.0928,0,0.139,0.304,128.008,4,Neutral
Stay,"['Rihanna', 'Mikky Ekko']",2012,False,77,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,4,Sad
Before You Go,['Lewis Capaldi'],2019,False,78,0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,4,Sad
Photograph,['Ed Sheeran'],2014,False,84,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,4,Sad
Someone You Loved,['Lewis Capaldi'],2018,False,76,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,4,Sad
Dancing With A Stranger (With Normani) - Acoustic,"['Sam Smith', 'Normani']",2019,False,60,0.623,0.276,5,-8.893,0,0.0287,0.89,0,0.146,0.308,99.623,4,Sad
Supermarket Flowers,['Ed Sheeran'],2017,False,77,0.589,0.242,6,-10.517,1,0.0442,0.914,0,0.0887,0.257,89.749,4,Sad
Bleeding Love,['Leona Lewis'],2007,False,76,0.638,0.656,5,-5.886,1,0.0357,0.188,0,0.146,0.225,104.036,4,Sad
Unfaithful,['Rihanna'],2006,False,71,0.588,0.391,0,-8.607,0,0.0334,0.839,0,0.227,0.349,144.069,4,Sad
You Are The Reason - Duet Version,"['Calum Scott', 'Leona Lewis']",2018,False,70,0.403,0.356,10,-7.547,1,0.0298,0.382,0,0.148,0.151,171.454,3,Sad
Secret Love Song (feat. Jason Derulo),"['Little Mix', 'Jason Derulo']",2015,False,2,0.539,0.643,9,-3.982,1,0.0479,0.256,0,0.29,0.136,92.962,4,Sad
Umbrella,"['Rihanna', 'JAY-Z']",2007,False,64,0.581,0.827,1,-4.566,1,0.141,0.0101,0,0.0522,0.549,174.013,4,Sad
FourFiveSeconds,"['Rihanna', 'Kanye West', 'Paul McCartney']",2015,False,77,0.582,0.272,2,-5.662,1,0.0501,0.875,0,0.13,0.354,205.846,4,Sad
Better in Time,['Leona Lewis'],2007,False,69,0.584,0.7,6,-4.251,1,0.0506,0.512,2.43e-05,0.13,0.549,163.953,4,Sad
Play That Song,['Train'],2017,False,67,0.392,0.825,0,-2.068,0,0.0535,0.0231,2.25e-06,0.0972,0.482,98.959,4,Sad
"Hey, Soul Sister",['Train'],2010,False,83,0.673,0.886,1,-4.44,0,0.0431,0.185,0,0.0826,0.795,97.012,4,Sad
Drops of Jupiter (Tell Me),['Train'],2001,False,78,0.481,0.638,0,-5.862,1,0.0276,0.153,0,0.154,0.497,79.064,4,Sad
Drive By,['Train'],2012,False,77,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,4,Sad
I'm Yours,['Jason Mraz'],2008,False,73,0.686,0.457,11,-8.322,1,0.0468,0.595,0,0.105,0.718,150.953,4,Sad
I Won't Give Up,['Jason Mraz'],2012,False,72,0.585,0.303,4,-10.058,1,0.0398,0.694,0,0.115,0.142,136.703,3,Sad
It Girl,['Jason Derulo'],2011,False,29,0.668,0.718,1,-4.736,0,0.0605,0.0165,0,0.104,0.345,91.993,4,Sad
Start Of Something New,"['Troy', 'Gabriella Montez']",2006,False,0,0.665,0.746,7,-6.379,1,0.0296,0.305,0,0.116,0.233,103.966,4,Sad
"Breaking Free - From ""High School Musical"" / Soundtrack Version","['Troy', 'Gabriella Montez']",2006,False,0,0.58,0.589,0,-6.406,0,0.0355,0.0426,0,0.164,0.377,107.879,4,Sad
"You Are The Music In Me - From ""High School Musical 2""/Soundtrack Version","['Troy', 'Gabriella Montez']",2007,False,0,0.38,0.766,5,-4.518,1,0.065,0.441,0,0.0991,0.477,101.978,4,Sad
"Gotta Go My Own Way - From ""High School Musical 2""","['Troy', 'Gabriella Montez']",2007,False,0,0.555,0.692,9,-4.767,1,0.0277,0.0864,3.25e-05,0.232,0.313,88.995,4,Sad
Everyday,['High School Musical Cast'],2007,False,0,0.629,0.715,0,-5.421,1,0.0379,0.202,0,0.23,0.399,115.006,4,Sad
Can I Have This Dance,"['High School Musical Cast', 'Vanessa Hudgens', 'Zac Efron']",2008,False,0,0.555,0.619,0,-5.246,1,0.0296,0.203,0,0.265,0.426,136.069,3,Sad
Just Wanna Be With You,"['High School Musical Cast', 'Zac Efron', 'Lucas Grabeel', 'Olesya Rulin', 'Vanessa Hudgens']",2008,False,0,0.547,0.723,2,-4.804,0,0.0323,0.312,0,0.112,0.377,102.003,4,Sad
When I Was Your Man,['Bruno Mars'],2012,False,84,0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,4,Sad
Just the Way You Are,['Bruno Mars'],2010,False,78,0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,4,Sad
Grenade,['Bruno Mars'],2010,False,78,0.704,0.558,2,-7.273,0,0.0542,0.148,0,0.107,0.245,110.444,4,Sad
Talking to the Moon,['Bruno Mars'],2010,False,78,0.498,0.59,1,-4.721,0,0.032,0.511,0,0.107,0.0784,145.867,4,Sad
Count on Me,['Bruno Mars'],2010,False,69,0.589,0.389,0,-5.972,1,0.028,0.851,0,0.0772,0.501,89.1,4,Sad
Somewhere in Brooklyn,['Bruno Mars'],2010,False,54,0.701,0.579,10,-5.659,1,0.0416,0.567,0,0.255,0.363,129.977,4,Sad
Hey There Delilah,"[""Plain White T's""]",2006,False,1,0.51,0.376,2,-10.995,1,0.0307,0.865,0.000121,0.113,0.321,103.851,4,Sad
Breakeven,['The Script'],2008,False,70,0.627,0.699,10,-4.504,1,0.0244,0.174,0,0.0789,0.535,94.003,4,Sad
Same Love - feat. Mary Lambert,"['Macklemore & Ryan Lewis', 'Mary Lambert']",2012,False,66,0.688,0.473,8,-9.059,1,0.167,0.716,4.46e-05,0.104,0.299,84.958,4,Sad
Fight Song,['Rachel Platten'],2015,False,27,0.639,0.707,7,-5.062,1,0.0739,0.0881,0,0.176,0.352,87.944,4,Sad
Rise Up,['Andra Day'],2015,False,74,0.398,0.316,1,-7.031,1,0.0368,0.805,0,0.295,0.174,118.582,4,Sad
"Flashlight - From ""Pitch Perfect 2"" Soundtrack",['Jessie J'],2015,False,55,0.495,0.626,5,-7.116,1,0.0487,0.353,8.41e-06,0.103,0.416,74.284,4,Sad
Young And Beautiful,['Lana Del Rey'],2013,False,59,0.321,0.416,11,-8.935,0,0.0343,0.266,3.02e-05,0.106,0.151,114.594,4,Sad
Feels Like This,['Maisie Peters'],2018,False,53,0.384,0.165,2,-9.601,1,0.0446,0.958,0,0.101,0.333,68.469,4,Sad
Butterfly Fly Away,"['Miley Cyrus', 'Billy Ray Cyrus']",2009,False,47,0.613,0.286,11,-12.609,1,0.0259,0.733,0.000181,0.267,0.431,134.938,4,Sad
Somewhere Only We Know,['Lily Allen'],2014,False,57,0.313,0.286,10,-10.593,1,0.0324,0.934,0.0451,0.0974,0.287,80.925,4,Sad
Lost Without You,['Freya Ridings'],2017,False,0,0.409,0.137,6,-9.169,1,0.0446,0.928,0,0.0706,0.106,162.08,1,Sad
The Climb,['Miley Cyrus'],2009,False,41,0.338,0.594,4,-6.607,1,0.0324,0.0757,0,0.0968,0.396,161.028,4,Sad
Hallelujah,['Alexandra Burke'],2009,False,64,0.177,0.425,2,-6.211,0,0.0291,0.654,0,0.195,0.0942,182.571,3,Sad
Take A Bow,['Rihanna'],2008,False,76,0.697,0.467,9,-7.536,1,0.0715,0.248,0,0.0941,0.572,82.082,4,Sad
Jealous,['Labrinth'],2014,False,7,0.439,0.153,1,-8.95,1,0.0479,0.874,0,0.107,0.104,116.76,3,Sad
Rewind,['Paolo Nutini'],2007,False,51,0.517,0.422,0,-9.227,1,0.0334,0.11,0,0.11,0.24,87.633,4,Sad
Stay,['Post Malone'],2018,True,74,0.507,0.48,5,-5.418,1,0.0266,0.449,0,0.147,0.35,86.046,4,Sad
